epc,phase,x,angle
E2003065410401880350EEDA,-1.00015547370144,0.0240000002086163,0
E2003065410401880350EEDA,-1.00629139685298,0.0240000002086163,0
E2003065410401880350EEDA,-0.926524395882927,0.0240000002086163,0.00301499851047993
E2003065410401880350EEDA,-1.01856324315607,0.0240000002086163,0.0603850595653057
E2003065410401880350EEDA,-0.944932165337555,0.0240000002086163,0.301860004663467
E2003065410401880350EEDA,-0.926524395882927,0.0240000002086163,3.2878270149231
E2003065410401880350EEDA,-0.908116626428299,0.0254222583025694,8.54881191253662
E2003065410401880350EEDA,-0.920388472731385,0.024173516780138,12.1620273590088
E2003065410401880350EEDA,-0.865165164367502,0.0240000002086163,16.9594879150391
E2003065410401880350EEDA,-0.914252549579842,0.0240000002086163,21.5581245422363
E2003065410401880350EEDA,-0.865165164367502,0.027491319924593,28.8674297332764
E2003065410401880350EEDA,-0.865165164367502,0.0240000002086163,34.5598030090332
E2003065410401880350EEDA,-0.865165164367502,0.0240000002086163,42.4340400695801
E2003065410401880350EEDA,-0.926524395882927,0.0240000002086163,50.9253234863281
E2003065410401880350EEDA,-0.852893318064416,0.0240000002086163,61.2938079833984
E2003065410401880350EEDA,-0.846757394912874,0.0240000002086163,69.812385559082
E2003065410401880350EEDA,-0.883572933822129,0.0240000002086163,79.8589782714844
E2003065410401880350EEDA,-0.809941856003618,0.0240000002086163,88.4888229370117
E2003065410401880350EEDA,-0.809941856003618,0.0240000002086163,98.6615600585938
E2003065410401880350EEDA,-0.791534086548991,0.0240000002086163,106.711250305176
E2003065410401880350EEDA,-0.816077779155161,0.0240000002086163,117.45149230957
E2003065410401880350EEDA,-0.779262240245906,0.0240000002086163,125.636924743652
E2003065410401880350EEDA,-0.797670009700534,0.0240000002086163,136.612655639648
E2003065410401880350EEDA,-0.840621471761331,0.0256656929850578,144.23030090332
E2003065410401880350EEDA,-0.797670009700534,0.0240000002086163,153.740692138672
E2003065410401880350EEDA,-0.797670009700534,0.0240000002086163,161.123245239258
E2003065410401880350EEDA,-0.74244670133665,0.0240000002086163,173.374969482422
E2003065410401880350EEDA,-0.71790300873048,0.0240000002086163,180.304489135742
E2003065410401880350EEDA,-0.730174855033566,0.0240000002086163,190.96955871582
E2003065410401880350EEDA,-0.730174855033566,0.0267195999622345,199.911071777344
E2003065410401880350EEDA,-0.754718547639736,0.0240000002086163,210.868774414063
E2003065410401880350EEDA,-0.681087469821224,0.0240000002086163,218.724334716797
E2003065410401880350EEDA,-0.699495239275852,0.0280000008642673,230.377136230469
E2003065410401880350EEDA,-0.64427193091197,0.0274216588586569,238.389709472656
E2003065410401880350EEDA,-0.711767085578938,0.0280000008642673,248.043655395508
E2003065410401880350EEDA,-0.656543777215054,0.0240000002086163,255.568084716797
E2003065410401880350EEDA,-0.69335931612431,0.0240000002086163,265.586578369141
E2003065410401880350EEDA,-0.632000084608884,0.0240000002086163,273.798919677734
E2003065410401880350EEDA,-0.662679700366597,0.0240000002086163,283.604248046875
E2003065410401880350EEDA,-0.595184545699629,0.0280000008642673,293.560333251953
E2003065410401880350EEDA,-0.601320468851172,0.0240000002086163,303.096038818359
E2003065410401880350EEDA,-0.595184545699629,0.0280000008642673,311.789276123047
E2003065410401880350EEDA,-0.601320468851172,0.0240000002086163,322.654846191406
E2003065410401880350EEDA,-0.564504929941916,0.0240000002086163,330.243286132813
E2003065410401880350EEDA,-0.521553467881118,0.0244280006736517,341.639617919922
E2003065410401880350EEDA,-0.546097160487288,0.0270147491246462,349.468292236328
E2003065410401880350EEDA,-0.497009775274948,0.0264205578714609,359.875305175781
E2003065410401880350EEDA,-0.490873852123405,0.0269163642078638,367.680633544922
E2003065410401880350EEDA,-0.527689391032661,0.0240000002086163,378.394470214844
E2003065410401880350EEDA,-0.497009775274948,0.0241995994001627,385.829681396484
E2003065410401880350EEDA,-0.490873852123405,0.026037996634841,396.522338867188
E2003065410401880350EEDA,-0.435650543759522,0.0240000002086163,404.414123535156
E2003065410401880350EEDA,-0.447922390062607,0.0240000002086163,414.958892822266
E2003065410401880350EEDA,-0.447922390062607,0.025688000023365,423.166198730469
E2003065410401880350EEDA,-0.441786466911065,0.0240000002086163,434.125549316406
E2003065410401880350EEDA,-0.441786466911065,0.0242449231445789,442.173553466797
E2003065410401880350EEDA,-0.460194236365693,0.0240000002086163,452.25830078125
E2003065410401880350EEDA,-0.429514620607979,0.0241306554526091,460.202423095703
E2003065410401880350EEDA,-0.374291312244097,0.0240000002086163,472.529876708984
E2003065410401880350EEDA,-0.392699081698725,0.0280000008642673,480.933837890625
E2003065410401880350EEDA,-0.380427235395639,0.0266845319420099,490.250305175781
E2003065410401880350EEDA,-0.380427235395639,0.0259790942072868,500.368591308594
E2003065410401880350EEDA,-0.380427235395639,0.0251295734196901,510.628967285156
E2003065410401880350EEDA,-0.362019465941011,0.0268074311316013,518.91064453125
E2003065410401880350EEDA,-0.404970928001809,0.0280000008642673,529.099426269531
E2003065410401880350EEDA,-0.349747619637927,0.0245752204209566,537.116271972656
E2003065410401880350EEDA,-0.398835004850267,0.0280000008642673,548.588317871094
E2003065410401880350EEDA,-0.362019465941011,0.0247951205819845,557.132507324219
E2003065410401880350EEDA,-0.349747619637927,0.0280000008642673,567.554138183594
E2003065410401880350EEDA,-0.325203927031756,0.0260989107191563,576.561950683594
E2003065410401880350EEDA,-0.288388388122501,0.0280000008642673,586.155334472656
E2003065410401880350EEDA,-0.294524311274043,0.0280000008642673,594.164123535156
E2003065410401880350EEDA,-0.306796157577129,0.0280000008642673,604.474182128906
E2003065410401880350EEDA,-0.337475773334841,0.0280000008642673,613.978942871094
E2003065410401880350EEDA,-0.306796157577129,0.0269320011138916,622.999084472656
E2003065410401880350EEDA,-0.263844695516331,0.0280000008642673,631.312927246094
E2003065410401880350EEDA,-0.257708772364788,0.0280000008642673,642.097961425781
E2003065410401880350EEDA,-0.263844695516331,0.0272660627961159,649.532287597656
E2003065410401880350EEDA,-0.245436926061703,0.0258563999086618,660.943420410156
E2003065410401880350EEDA,-0.245436926061703,0.0280000008642673,668.700561523438
E2003065410401880350EEDA,-0.294524311274043,0.0254232157021761,679.811462402344
E2003065410401880350EEDA,-0.263844695516331,0.0280000008642673,687.606628417969
E2003065410401880350EEDA,-0.269980618667873,0.0280000008642673,698.424682617188
E2003065410401880350EEDA,-0.282252464970958,0.0280000008642673,706.174438476563
E2003065410401880350EEDA,-0.233165079758617,0.0280000008642673,718.10595703125
E2003065410401880350EEDA,-0.233165079758617,0.0268203634768724,724.837158203125
E2003065410401880350EEDA,-0.23930100291016,0.0280000008642673,736.341735839844
E2003065410401880350EEDA,-0.21475731030399,0.0280000008642673,743.573913574219
E2003065410401880350EEDA,-0.208621387152447,0.0280000008642673,753.312927246094
E2003065410401880350EEDA,-0.147262155637022,0.0280000008642673,761.767517089844
E2003065410401880350EEDA,-0.196349540849362,0.0280000008642673,772.000793457031
E2003065410401880350EEDA,-0.171805848243192,0.0280000008642673,780.614807128906
E2003065410401880350EEDA,-0.184077694546277,0.0257280003279448,791.993896484375
E2003065410401880350EEDA,-0.141126232485479,0.0267419442534447,800.751281738281
E2003065410401880350EEDA,-0.128854386182394,0.0271717123687267,810.934936523438
E2003065410401880350EEDA,-0.104310693576224,0.0280000008642673,818.909057617188
E2003065410401880350EEDA,-0.159534001940107,0.0280000008642673,828.836181640625
