epc,phase,x,angle
E2003065410401880350EEDA,5.63891337626762,0.0240000002086163,0
E2003065410401880350EEDA,5.58982599105528,0.0240000002086163,0
E2003065410401880350EEDA,5.56528229844911,0.0240000002086163,0.0181838441640139
E2003065410401880350EEDA,5.61436968366145,0.0240000002086163,0.109822623431683
E2003065410401880350EEDA,5.61436968366145,0.0240000002086163,0.473001599311829
E2003065410401880350EEDA,5.6511852225707,0.0240000002086163,5.83515024185181
E2003065410401880350EEDA,5.6511852225707,0.0240000002086163,8.88373756408691
E2003065410401880350EEDA,5.60209783735836,0.0240000002086163,13.8137035369873
E2003065410401880350EEDA,5.57755414475219,0.0240000002086163,17.8910884857178
E2003065410401880350EEDA,5.62050560681299,0.0240000002086163,24.4373111724854
E2003065410401880350EEDA,5.65732114572224,0.0240000002086163,29.2262649536133
E2003065410401880350EEDA,5.63891337626762,0.0240000002086163,36.715015411377
E2003065410401880350EEDA,5.70027260778304,0.0240000002086163,43.6033973693848
E2003065410401880350EEDA,5.71254445408613,0.0240000002086163,53.7739601135254
E2003065410401880350EEDA,5.65732114572224,0.0240000002086163,62.4479064941406
E2003065410401880350EEDA,5.63277745311607,0.0240000002086163,73.6678771972656
E2003065410401880350EEDA,5.64504929941916,0.0240000002086163,81.4180755615234
E2003065410401880350EEDA,5.6082337605099,0.0240000002086163,91.4314880371094
E2003065410401880350EEDA,5.66345706887379,0.0240000002086163,100.146347045898
E2003065410401880350EEDA,5.66345706887379,0.0240000002086163,110.764778137207
E2003065410401880350EEDA,5.75549591614693,0.0240000002086163,118.249137878418
E2003065410401880350EEDA,5.66345706887379,0.0240000002086163,129.23420715332
E2003065410401880350EEDA,5.65732114572224,0.0240000002086163,137.70231628418
E2003065410401880350EEDA,5.70640853093458,0.0240000002086163,147.239273071289
E2003065410401880350EEDA,5.6941366846315,0.0240000002086163,154.582138061523
E2003065410401880350EEDA,5.66959299202533,0.0240000002086163,166.269683837891
E2003065410401880350EEDA,5.75549591614693,0.0240000002086163,174.994979858398
E2003065410401880350EEDA,5.70640853093458,0.0240000002086163,184.56169128418
E2003065410401880350EEDA,5.66345706887379,0.0240000002086163,192.892562866211
E2003065410401880350EEDA,5.66345706887379,0.0240000002086163,202.921569824219
E2003065410401880350EEDA,5.70640853093458,0.0240000002086163,212.282470703125
E2003065410401880350EEDA,5.72481630038921,0.0240000002086163,222.372161865234
E2003065410401880350EEDA,5.7370881466923,0.0240000002086163,231.951034545898
E2003065410401880350EEDA,5.78617553190464,0.0240000002086163,242.244445800781
E2003065410401880350EEDA,5.77390368560155,0.0240000002086163,250.284881591797
E2003065410401880350EEDA,5.7800396087531,0.0240000002086163,259.496765136719
E2003065410401880350EEDA,5.81071922451081,0.0240000002086163,267.281555175781
E2003065410401880350EEDA,5.79231145505618,0.0240000002086163,278.212921142578
E2003065410401880350EEDA,5.70027260778304,0.0240000002086163,286.885192871094
E2003065410401880350EEDA,5.85367068657161,0.0240000002086163,298.175384521484
E2003065410401880350EEDA,5.79844737820772,0.0240000002086163,306.460632324219
E2003065410401880350EEDA,5.78617553190464,0.0240000002086163,317.005615234375
E2003065410401880350EEDA,5.83526291711698,0.0240000002086163,325.269714355469
E2003065410401880350EEDA,5.85980660972315,0.0240000002086163,336.334167480469
E2003065410401880350EEDA,5.84753476342006,0.0240000002086163,344.184356689453
E2003065410401880350EEDA,5.85980660972315,0.0240000002086163,354.635070800781
E2003065410401880350EEDA,5.87207845602623,0.0240000002086163,362.109741210938
E2003065410401880350EEDA,5.87821437917778,0.0240000002086163,373.477630615234
E2003065410401880350EEDA,5.85367068657161,0.0240000002086163,380.202789306641
E2003065410401880350EEDA,5.91502991808703,0.0240000002086163,391.580413818359
E2003065410401880350EEDA,5.89048622548086,0.0240000002086163,398.88427734375
E2003065410401880350EEDA,5.92116584123858,0.0240000002086163,410.51806640625
E2003065410401880350EEDA,5.93343768754166,0.0240000002086163,417.942718505859
E2003065410401880350EEDA,5.90889399493549,0.0240000002086163,428.448638916016
E2003065410401880350EEDA,5.91502991808703,0.0240000002086163,436.923919677734
E2003065410401880350EEDA,5.8966221486324,0.0240000002086163,448.2373046875
E2003065410401880350EEDA,5.9395736106932,0.0240000002086163,456.024230957031
E2003065410401880350EEDA,5.87207845602623,0.0240000002086163,468.503967285156
E2003065410401880350EEDA,5.92116584123858,0.0240000002086163,476.372772216797
E2003065410401880350EEDA,5.93343768754166,0.0240000002086163,485.722747802734
E2003065410401880350EEDA,5.92730176439012,0.0240000002086163,494.520050048828
E2003065410401880350EEDA,5.94570953384475,0.0240000002086163,510.701538085938
E2003065410401880350EEDA,5.89048622548086,0.0240000002086163,519.185302734375
E2003065410401880350EEDA,5.92116584123858,0.0240000002086163,529.432006835938
E2003065410401880350EEDA,5.92730176439012,0.0240000002086163,538.313049316406
E2003065410401880350EEDA,5.90275807178395,0.0240000002086163,548.709533691406
E2003065410401880350EEDA,5.9395736106932,0.0240000002086163,556.391540527344
E2003065410401880350EEDA,5.982525072754,0.0240000002086163,567.556701660156
E2003065410401880350EEDA,5.98866099590554,0.0240000002086163,576.288635253906
E2003065410401880350EEDA,6.00093284220863,0.0240000002086163,585.947692871094
E2003065410401880350EEDA,5.982525072754,0.0240000002086163,594.260437011719
E2003065410401880350EEDA,5.93343768754166,0.0240000002086163,605.200927734375
E2003065410401880350EEDA,5.97638914960246,0.0240000002086163,614.033935546875
E2003065410401880350EEDA,6.01320468851171,0.0240000002086163,622.871215820313
E2003065410401880350EEDA,6.00706876536017,0.0240000002086163,631.267333984375
E2003065410401880350EEDA,6.01934061166326,0.0240000002086163,642.00537109375
E2003065410401880350EEDA,6.01934061166326,0.0240000002086163,649.19873046875
E2003065410401880350EEDA,5.99479691905709,0.0240000002086163,659.974914550781
E2003065410401880350EEDA,6.01320468851171,0.0240000002086163,668.137939453125
E2003065410401880350EEDA,6.04388430426943,0.0240000002086163,680.469177246094
E2003065410401880350EEDA,6.00706876536017,0.0240000002086163,687.575073242188
E2003065410401880350EEDA,6.08069984317868,0.0240000002086163,698.852355957031
E2003065410401880350EEDA,6.0254765348148,0.0240000002086163,707.120056152344
E2003065410401880350EEDA,6.03774838111788,0.0240000002086163,717.608581542969
E2003065410401880350EEDA,6.04388430426943,0.0240000002086163,725.84423828125
E2003065410401880350EEDA,6.09297168948177,0.0240000002086163,736.396911621094
E2003065410401880350EEDA,6.0684279968756,0.0240000002086163,743.003967285156
E2003065410401880350EEDA,6.03774838111788,0.0240000002086163,754.104370117188
E2003065410401880350EEDA,6.09910761263331,0.0240000002086163,761.913330078125
E2003065410401880350EEDA,6.11751538208794,0.0240000002086163,773.242736816406
E2003065410401880350EEDA,6.11751538208794,0.0240000002086163,781.642578125
E2003065410401880350EEDA,6.09297168948177,0.0240000002086163,792.413635253906
E2003065410401880350EEDA,6.08683576633022,0.0240000002086163,800.542419433594
E2003065410401880350EEDA,6.12365130523948,0.0240000002086163,811.453796386719
E2003065410401880350EEDA,6.10524353578485,0.0240000002086163,819.317077636719
E2003065410401880350EEDA,6.16046684414874,0.0240000002086163,830.299865722656
E2003065410401880350EEDA,6.14205907469411,0.0240000002086163,838.200256347656
E2003065410401880350EEDA,6.15433092099719,0.0240000002086163,848.633666992188
E2003065410401880350EEDA,6.14205907469411,0.0240000002086163,856.983093261719
E2003065410401880350EEDA,6.17273869045182,0.0240000002086163,867.451354980469
E2003065410401880350EEDA,6.19728238305799,0.0240000002086163,875.429077148438
E2003065410401880350EEDA,6.17273869045182,0.0240000002086163,886.237609863281
E2003065410401880350EEDA,6.13592315154256,0.0240000002086163,894.9833984375
E2003065410401880350EEDA,6.14819499784565,0.0240000002086163,904.855346679688
E2003065410401880350EEDA,6.19728238305799,0.0240000002086163,913.620544433594
E2003065410401880350EEDA,6.19114645990645,0.0240000002086163,923.449462890625
